Title,Brand,Series,CPU,GPU,RAM,Storage,Display,Weight,OS,Price(Rs),Original Price(Rs),Discount Percentage,Rating,Review Count,Specs Raw,Product URL,RAM_GB,Storage_GB,Display_inches,Weight_KG
"HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 15R G9 Thin and Light Laptop (15.6 inch, Ash Grey, 1.6 kg, With MS Office)",Hp,,intel core i3 13th gen 1315u,,8 gb,512 gb,15.6 inch,1.6 kg,windows 11,34399.0,74990.0,54.0,4.2,14.0,"Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | Microsoft Office Pro Plus 2021, Windows 11 Pro | 1 Year Onsite Warranty",https://www.flipkart.com/hp-15r-2025-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-pro-g9-thin-light-laptop/p/itmff5abac6385ed?pid=COMH8PDNRYZH6QHW&lid=LSTCOMH8PDNRYZH6QHWIPSRVW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_540&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMH8PDNRYZH6QHW.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.6
"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Wedgewood, 1.4 Kg, With MS Office)",Motorola,,i5,,16 gb,512 gb,14 inch,1.4 kg,windows 11,49990.0,93690.0,46.0,4.3,212.0,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm9a50f9400e0e0?pid=COMHAUZWVNJSFAMN&lid=LSTCOMHAUZWVNJSFAMNCQMECQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_541&otracker=search&fm=organic&iid=en_DoxMCPGTRZRpcXpONRpjUXbBK0598j2d5E8lRsjMvQAV8sAOfusYv83I7ujY-0Ll_ODWjGYLfH3B7WAEMqZCL_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Thin and Light Laptop (15.6 inch, Arctic Grey, With MS Office)",Lenovo,ideapad,intel core i5 12th gen 12450h,,16 gb,512 gb,15.6 inch,,windows 11,46990.0,70990.0,33.0,4.2,31.0,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year Warranty,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-83er00ksin-thin-light-laptop/p/itm88613b4717866?pid=COMHCYGTDF5GYHFX&lid=LSTCOMHCYGTDF5GYHFXGCWAY7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_542&otracker=search&fm=organic&iid=en_DoxMCPGTRZRpcXpONRpjUXbBK0598j2d5E8lRsjMvQB4KdWVkMUYGfGOtVHX-SALqBTVNX0QjOJcbKFi8EpzIvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.5
"HP Envy13 x360 bf0121tu Intel Core i5 12th Gen I5 1230U - (16 GB + 16 GB Optane/512 GB SSD/Windows 11 Home) 13-bf0121TU 2 in 1 Laptop (33.78 inch, Natural Silver, 1.33 kg, With MS Office)",Hp,,intel core i5 12th gen i,,16 gb,512 gb,78 inch,1.33 kg,windows 11,65299.0,93527.0,30.0,4.2,30.0,Intel Core i5 Processor (12th Gen) | 16 GB LPDDR4X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 85.8 cm (33.78 inch) Touchscreen Display | W11 + MS OFFICE | 1 Year Onsite Warranty,https://www.flipkart.com/hp-envy13-x360-bf0121tu-intel-core-i5-12th-gen-1230u-16-gb-16-optane-512-ssd-windows-11-home-13-bf0121tu-2-1-laptop/p/itm7c472a05300e5?pid=COMGH47NWT4HZFYP&lid=LSTCOMGH47NWT4HZFYP53QSBY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_543&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMGH47NWT4HZFYP.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,16.0,512.0,78.0,1.33
"Acer 3 Years Warranty Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (24 GB/512 GB SSD/Windows 11 Home) Aspire 3 A325-53 Thin and Light Laptop (15.6 inch, Silver, 1.5 kg, With MS Office)",Acer,aspire,intel core i3 13th gen 1305u,,24 gb,512 gb,15.6 inch,1.5 kg,windows 11,38990.0,76990.0,49.0,4.3,1.0,"Intel Core i3 Processor (13th Gen) | 24 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | Microsoft Office 2021, Windows 11 Home | 3 Years Onsite Warranty",https://www.flipkart.com/acer-3-years-warranty-aspire-2025-intel-core-i3-13th-gen-1305u-24-gb-512-gb-ssd-windows-11-home-a325-53-thin-light-laptop/p/itmf188cce9b6ce3?pid=COMHG4T5UZQKZER3&lid=LSTCOMHG4T5UZQKZER3PNJVSU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_544&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMHG4T5UZQKZER3.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,24.0,512.0,15.6,1.5
"DELL 15 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop (15.6 Inch, Titan Grey, 1.66 Kg, With MS Office)",Dell,,intel core i5 13th gen 1334u,,8 gb,512 gb,15.6 inch,1.66 kg,windows 11,50499.0,62415.0,19.0,4.5,1.0,"Intel Core i5 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | My Dell (Dell Power Manager,Dell Support Assist) | 1 Year Onsite Warranty",https://www.flipkart.com/dell-15-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm7882efb633245?pid=COMH8EPFFM2FYZZZ&lid=LSTCOMH8EPFFM2FYZZZQJGNRG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_545&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMH8EPFFM2FYZZZ.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.66
"Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15IRU8 Thin and Light Laptop (15.6 Inch, Arctic Grey, 1.62 Kg, With MS Office)",Lenovo,ideapad,intel core i3 13th gen 1315u,,8 gb,512 gb,15.6 inch,1.62 kg,windows 11,37990.0,53790.0,29.0,,,Intel Core i3 Processor (13th Gen) | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-15iru8-thin-light-laptop/p/itm04e34c96b5935?pid=COMHFBRSJHWSFV3C&lid=LSTCOMHFBRSJHWSFV3CIXHUVC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_546&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMHFBRSJHWSFV3C.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.62
"Infinix ZEROBOOK 13 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) ZL513 Thin and Light Laptop (15.6 inch, Silver, 1.80 Kg, With MS Office)",Infinix,,intel core i5 13th gen 13500h,,16 gb,512 gb,15.6 inch,1.80 kg,windows 11,63990.0,79990.0,20.0,4.1,105.0,Intel Core i5 Processor (13th Gen) | 16 GB LPDDR5X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/infinix-zerobook-13-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-zl513-thin-light-laptop/p/itmad7e026e8b8c5?pid=COMGRFPGW7JZGRRX&lid=LSTCOMGRFPGW7JZGRRXXZ99IS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_549&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMGRFPGW7JZGRRX.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.8
"ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1400CKA-EK0335 Chromebook (14 Inch, Transparent Silver, 1.47 Kg)",Asus,chromebook,intel celeron dual core n4500,,4 gb,128 gb,14 inch,1.47 kg,chrome os,18475.0,32990.0,43.0,3.8,23.0,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-128-gb-emmc-storage-chrome-os-cx1400cka-ek0335/p/itm3cc0cadd59faf?pid=COMGSHM3BXJDWZHF&lid=LSTCOMGSHM3BXJDWZHF7IHOGM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_550&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMGSHM3BXJDWZHF.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,4.0,128.0,14.0,1.47
"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Bronze Green, 1.4 Kg, With MS Office)",Motorola,,i5,,16 gb,512 gb,14 inch,1.4 kg,windows 11,49990.0,93690.0,46.0,4.3,212.0,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itme7b254581c42e?pid=COMHAUZW4MMNNCGT&lid=LSTCOMHAUZW4MMNNCGTEVATRK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_551&otracker=search&fm=organic&iid=en_DoxMCPGTRZRpcXpONRpjUXbBK0598j2d5E8lRsjMvQBptXse5W0LFf0q7B-FRZJMdMAW2p7bb3vP8pEnv5F6Z_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CKA-S70179 Chromebook (15.6 Inch, Pure Grey, 1.59 Kg)",Asus,chromebook,intel celeron dual core n4500,,4 gb,,15.6 inch,1.59 kg,chrome os,14990.0,19990.0,25.0,4.0,4.0,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/asus-chromebook-cx15-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1505cka-s70179/p/itm75a5cdacc688f?pid=COMHDPZGFT7VH8BH&lid=LSTCOMHDPZGFT7VH8BH8MXXE1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_552&otracker=search&fm=organic&iid=en_DoxMCPGTRZRpcXpONRpjUXbBK0598j2d5E8lRsjMvQAehlZH2B1g4c1Kk8sB3YDY0LHCHqcTvKjQ9yMaqPw_M6V8WX5krIChubBlraAu4CQ%3D&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,4.0,512.0,15.6,1.59
"ASUS Vivobook 14 Flip OLED (2025) with Touch Screen, Backlit Keyboard, Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) TP3407SA-QL024WS 2 in 1 Laptop (14 Inch, Matte Gray, 1.57 Kg, With MS Office)",Asus,vivobook,intel core ultra 5 226v,,16 gb,512 gb,14 inch,1.57 kg,windows 11,89990.0,122990.0,26.0,4.5,4.0,"Intel Core Ultra 5 Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Touchscreen Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite warranty",https://www.flipkart.com/asus-vivobook-14-flip-oled-2025-touch-screen-backlit-keyboard-intel-core-ultra-5-226v-16-gb-512-gb-ssd-windows-11-home-tp3407sa-ql024ws-2-1-laptop/p/itm7f344f86d1b13?pid=COMH89EBRZGZABHF&lid=LSTCOMH89EBRZGZABHFWPTISJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_553&otracker=search&fm=organic&iid=af162340-a124-4725-bfdb-cde2014be9d7.COMH89EBRZGZABHF.SEARCH&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.57
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ541WS Thin and Light Laptop (15.6 Inch, Quiet Blue, 1.70 Kg, With MS Office)",Asus,vivobook,intel core i5 12th gen 1235u,,16 gb,512 gb,15.6 inch,1.70 kg,windows 11,57990.0,78990.0,26.0,4.2,88.0,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite warranty,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj541ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGYSFGGGHDK27Q&lid=LSTCOMGYSFGGGHDK27QZIJTV5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_554&otracker=search&fm=organic&iid=af162340-a124-4725-bfdb-cde2014be9d7.COMGYSFGGGHDK27Q.SEARCH&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.7
"Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and Light Laptop (16 inch, Silver, 1.78 kg)",Infinix,,intel core i3 13th gen 1315u,,8 gb,512 gb,16 inch,1.78 kg,windows 11,37990.0,54990.0,30.0,4.3,57.0,Intel Core i3 Processor (13th Gen) | 8 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 40.64 cm (16 inch) Display | NA | 1 Year Onsite Warranty,https://www.flipkart.com/infinix-y4-max-series-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itmf0f9170b3ca9f?pid=COMGWWBRUZRUKWHY&lid=LSTCOMGWWBRUZRUKWHYERAJFT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_555&otracker=search&fm=organic&iid=af162340-a124-4725-bfdb-cde2014be9d7.COMGWWBRUZRUKWHY.SEARCH&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,8.0,512.0,16.0,1.78
"MSI Modern 14 Intel Core i7 12th Gen 1255U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-670IN Thin and Light Laptop (14 Inch, Urban Silver, 1.4 Kg)",Msi,,intel core i7 12th gen 1255u,,8 gb,512 gb,14 inch,1.4 kg,windows 11,63799.0,78990.0,19.0,4.3,21.0,Intel Core i7 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Carry-in warranty,https://www.flipkart.com/msi-modern-14-intel-core-i7-12th-gen-1255u-8-gb-512-gb-ssd-windows-11-home-c12m-670in-thin-light-laptop/p/itm8820edd8b6c55?pid=COMGPXFYSYRWSECV&lid=LSTCOMGPXFYSYRWSECV3FT3CZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_556&otracker=search&fm=organic&iid=af162340-a124-4725-bfdb-cde2014be9d7.COMGPXFYSYRWSECV.SEARCH&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,8.0,512.0,14.0,1.4
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) X1407QA-LY088WS Thin and Light Laptop (14 Inch, Platinum Gold, 1.49 Kg, With MS Office)",Asus,vivobook,snapdragon x,,16 gb,512 gb,14 inch,1.49 kg,windows 11,52990.0,81990.0,35.0,4.4,34.0,"Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-backlit-keyboard-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1407qa-ly088ws-thin-light-laptop/p/itm50b9ac5b77ae0?pid=COMHEDHREAGHHPGG&lid=LSTCOMHEDHREAGHHPGGDRJ6MG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_557&otracker=search&fm=organic&iid=en_nL7grGzsbvSdgs5EuRlAIIa2_ofII_Rjn5YqFKuJSZXyPlFITjmhA1dkIv_o_FNe6lHUgV1CBhN-vtsG-WIcKPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.49
"HP 15s Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light Laptop (15.6 inch, Silver, 1.69 Kg, With MS Office)",Hp,,intel core i5 12th gen 1235u,,16 gb,512 gb,15.6 inch,1.69 kg,windows 11,49490.0,74990.0,34.0,4.0,47.0,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5112tu-thin-light-laptop/p/itmafa17a199da31?pid=COMGG63HWNMXZKDF&lid=LSTCOMGG63HWNMXZKDF43PPYF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_559&otracker=search&fm=organic&iid=af162340-a124-4725-bfdb-cde2014be9d7.COMGG63HWNMXZKDF.SEARCH&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.69
"Acer Chromebook Plus Google AI Intel Core i3 N305 - (8 GB/256 GB SSD/Chrome OS) CB514-4H-39T7 Chromebook (14 Inch, Steel Gray, 1.43 Kg)",Acer,chromebook,i3,,8 gb,256 gb,14 inch,1.43 kg,chrome os,29990.0,49999.0,40.0,3.9,99.0,Intel Core i3 Processor | 8 GB LPDDR5 RAM | Chrome Operating System | 256 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/acer-chromebook-plus-google-ai-intel-core-i3-n305-8-gb-256-gb-ssd-chrome-os-cb514-4h-39t7/p/itm5542cc6900ec1?pid=COMHFC9KE39WGHMA&lid=LSTCOMHFC9KE39WGHMAQAKNGX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_560&otracker=search&fm=organic&iid=af162340-a124-4725-bfdb-cde2014be9d7.COMHFC9KE39WGHMA.SEARCH&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,8.0,256.0,14.0,1.43
"Lenovo IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) Slim 5 Thin and Light Laptop (14 inch, Luna Grey, 1.39 Kg, With MS Office)",Lenovo,ideapad,intel core i5 13th gen 13420h,,16 gb,1 tb,14 inch,1.39 kg,windows 11,65990.0,97290.0,32.0,4.6,3.0,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 inch) Display | Office Home 2024 | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-ideapad-slim-5-wuxga-oled-full-metal-body-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm1df1fe93dcbfd?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS6PPM9N&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_562&otracker=search&fm=organic&iid=en_nL7grGzsbvSdgs5EuRlAIIa2_ofII_Rjn5YqFKuJSZUjUlZ5mlc7QB2pHxaQIiZs_JcD78KglyzQSnmvyPmMMPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,16.0,1024.0,14.0,1.39
"ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5060/240 Hz) G614PM-S5046WS Gaming Laptop (16 inch, Eclipse Gray, 2.5 Kg, With MS Office)",Asus,,ryzen 9,NVIDIA GeForce RTX 5060,16 gb,1 tb,16 inch,2.5 kg,windows 11,103490.0,164723.0,19.0,4.6,1.0,"AMD Ryzen 9 16 Core Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), , McAfee 1 year, Xbox Game Pass for 3 months | 1 Year Onsite Warranty",https://www.flipkart.com/asus-rog-strix-g16-2025-office-2024-m365-basic-amd-ryzen-9-16-core-8940hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5060-240-hz-g614pm-s5046ws-gaming-laptop/p/itm38304d3595c02?pid=COMHCQ4KUZS5KBUZ&lid=LSTCOMHCQ4KUZS5KBUZBY5ZOH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_563&otracker=search&fm=organic&iid=af162340-a124-4725-bfdb-cde2014be9d7.COMHCQ4KUZS5KBUZ.SEARCH&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,16.0,1024.0,16.0,2.5
"DELL Inspiron 3530 Intel Core i3 13th Gen 1305U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Laptop (15.6 Inch, Silver, 1.65 Kg, With MS Office)",Dell,inspiron,intel core i3 13th gen 1305u,,8 gb,1 tb,15.6 inch,1.65 kg,windows 11,44490.0,63300.0,29.0,4.1,20.0,"Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | Windows 11, Microsoft Office, Antivirus Macafee 15 Months | 1 Year Onsite Hardware Service",https://www.flipkart.com/dell-inspiron-3530-intel-core-i3-13th-gen-1305u-8-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm40c2ea895fc09?pid=COMGTE3FNM5QVW3X&lid=LSTCOMGTE3FNM5QVW3X0TSGQV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_564&otracker=search&fm=organic&iid=af162340-a124-4725-bfdb-cde2014be9d7.COMGTE3FNM5QVW3X.SEARCH&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,8.0,1024.0,15.6,1.65
"Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070) PH16-72 Gaming Laptop (16 Inch, Abyssal Black, 2.65 Kg)",Acer,predator,intel core i7 14th gen 14700hx,NVIDIA GeForce RTX 4070,16 gb,1 tb,16 inch,2.65 kg,windows 11,103490.0,164723.0,6.0,4.2,3.0,Intel Core i7 Processor (14th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | 1 Year International Travelers Warranty (ITW),https://www.flipkart.com/acer-predator-helios-16-intel-core-i7-14th-gen-14700hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-ph16-72-gaming-laptop/p/itm34f68c296ce65?pid=COMHFHSZVFYSNFGY&lid=LSTCOMHFHSZVFYSNFGYGCLMIZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_565&otracker=search&fm=organic&iid=af162340-a124-4725-bfdb-cde2014be9d7.COMHFHSZVFYSNFGY.SEARCH&ppt=sp&ppn=sp&ssid=pb4spw5qrk0000001765368767895&qH=c06ea84a1e3dc3c6,16.0,1024.0,16.0,2.65
