Title,Brand,Series,CPU,GPU,RAM,Storage,Display,Weight,OS,Price(Rs),Original Price(Rs),Discount Percentage,Rating,Review Count,Specs Raw,Product URL,RAM_GB,Storage_GB,Display_inches,Weight_KG
"Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop (15.6 Inch, Grey, 1.6 Kg)",Lenovo,,ryzen 5,,8 gb,512 gb,15.6 inch,1.6 kg,windows 11,37738.0,59999.0,37.0,3.9,10.0,AMD Ryzen 5 Quad Core Processor | 8 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/lenovo-v15-series-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itmdcccd5f5d1865?pid=COMGWB8RZZHCZGMA&lid=LSTCOMGWB8RZZHCZGMAJIWUEZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_515&otracker=search&fm=organic&iid=5af5e6e5-5699-4b7e-8f1b-97d412faca7e.COMGWB8RZZHCZGMA.SEARCH&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.6
"Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-72-77GZ Gaming Laptop (16 Inch, Abyssal Black, 2.8 Kg)",Acer,predator,intel core i7 14th gen 14700hx,NVIDIA GeForce RTX 4050,16 gb,1 tb,16 inch,2.8 kg,windows 11,103490.0,142999.0,11.0,4.4,55.0,Intel Core i7 Processor (14th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/acer-predator-helios-neo-16-intel-core-i7-14th-gen-14700hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-phn16-72-77gz-gaming-laptop/p/itm34f68c296ce65?pid=COMGZKFB3ZTQGRT4&lid=LSTCOMGZKFB3ZTQGRT4YMVGPV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_516&otracker=search&fm=organic&iid=5af5e6e5-5699-4b7e-8f1b-97d412faca7e.COMGZKFB3ZTQGRT4.SEARCH&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,16.0,1024.0,16.0,2.8
"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Wedgewood, 1.4 Kg, With MS Office)",Motorola,,i5,,16 gb,512 gb,14 inch,1.4 kg,windows 11,49990.0,93690.0,46.0,4.3,212.0,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm9a50f9400e0e0?pid=COMHAUZWVNJSFAMN&lid=LSTCOMHAUZWVNJSFAMNCQMECQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_517&otracker=search&fm=organic&iid=en_YyC52lA8HZD95LQ4XK5giC-LpRvWuDCFzewgAOfcycp5vHcdXLNMpL9EVk2H4mi-_ODWjGYLfH3B7WAEMqZCL_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Thin and Light Laptop (15.6 inch, Arctic Grey, With MS Office)",Lenovo,ideapad,intel core i5 12th gen 12450h,,16 gb,512 gb,15.6 inch,,windows 11,46990.0,70990.0,33.0,4.2,31.0,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year Warranty,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-83er00ksin-thin-light-laptop/p/itm88613b4717866?pid=COMHCYGTDF5GYHFX&lid=LSTCOMHCYGTDF5GYHFXGCWAY7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_518&otracker=search&fm=organic&iid=en_YyC52lA8HZD95LQ4XK5giC-LpRvWuDCFzewgAOfcycroUlrjDD_DWp_uSi_l5eVwqBTVNX0QjOJcbKFi8EpzIvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.5
"ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ523WS Thin and Light Laptop (15.6 Inch, Quiet Blue, 1.70 Kg, With MS Office)",Asus,vivobook,intel core i5 13th gen 1335u,,8 gb,512 gb,15.6 inch,1.70 kg,windows 11,44990.0,74999.0,40.0,4.3,0.0,Intel Core i5 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj523ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJUEZSYYZ3&lid=LSTCOMGZDQJUEZSYYZ3RLBUGR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_519&otracker=search&fm=organic&iid=5af5e6e5-5699-4b7e-8f1b-97d412faca7e.COMGZDQJUEZSYYZ3.SEARCH&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.7
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop (15.6 Inch, Platinum Silver, 1.65 Kg, With MS Office)",Dell,inspiron,intel core i5 12th gen 1235u,,8 gb,512 gb,15.6 inch,1.65 kg,windows 11,49990.0,69990.0,28.0,4.3,19.0,Intel Core i5 Processor (12th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Hardware Service,https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-new-laptop-thin-light/p/itm23d84e15561c4?pid=COMGJ75HKASCXKBH&lid=LSTCOMGJ75HKASCXKBHZEOJ77&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_520&otracker=search&fm=organic&iid=5af5e6e5-5699-4b7e-8f1b-97d412faca7e.COMGJ75HKASCXKBH.SEARCH&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.65
"Samsung Galaxy Book4 Intel Core 7 150U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG3IN / NP750XGK-LG3IN Thin and Light Laptop (15.6 Inch, Gray, 1.55 Kg, With MS Office)",Samsung,,,,16 gb,512 gb,15.6 inch,1.55 kg,windows 11,70299.0,103489.0,32.0,4.5,6.0,Intel Core 7 Processor | 16 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-book4-intel-core-7-150u-16-gb-512-gb-ssd-windows-11-home-np750xgk-kg3in-np750xgk-lg3in-thin-light-laptop/p/itm24f76252cd15f?pid=COMGYQ26WCTFKKQG&lid=LSTCOMGYQ26WCTFKKQGCWF7UO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_523&otracker=search&fm=organic&iid=5af5e6e5-5699-4b7e-8f1b-97d412faca7e.COMGYQ26WCTFKKQG.SEARCH&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.55
"Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A715-76G-52H4/ A715-76G Gaming Laptop (15.6 Inch, Charcoal Black, 2.1 Kg)",Acer,aspire,intel core i5 12th gen 12450h,NVIDIA GeForce RTX 2050,16 gb,512 gb,15.6 inch,2.1 kg,windows 11,53299.0,89999.0,40.0,4.2,272.125,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-76g-52h4-a715-76g-gaming-laptop/p/itm45fad0c290245?pid=COMGRHJUCYY63HAA&lid=LSTCOMGRHJUCYY63HAA42YLKV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_524&otracker=search&fm=organic&iid=5af5e6e5-5699-4b7e-8f1b-97d412faca7e.COMGRHJUCYY63HAA.SEARCH&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,2.1
"MSI Venture 15 AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Venture 15 AI A1MG-005IN Laptop (15.6 Inch, Solid Gray, 1.9 Kg, With MS Office)",Msi,,intel core ultra 5 125h,,16 gb,512 gb,15.6 inch,1.9 kg,windows 11,67990.0,79990.0,15.0,,,Intel Core Ultra 5 Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home & Student 2021 | 2 Year On-Site Warranty,https://www.flipkart.com/msi-venture-15-ai-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-a1mg-005in-laptop/p/itm0f2c15ef7f97c?pid=COMH9DHFFC2GAHGZ&lid=LSTCOMH9DHFFC2GAHGZKIFGFY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_526&otracker=search&fm=organic&iid=5af5e6e5-5699-4b7e-8f1b-97d412faca7e.COMH9DHFFC2GAHGZ.SEARCH&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.9
"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Bronze Green, 1.4 Kg, With MS Office)",Motorola,,i5,,16 gb,512 gb,14 inch,1.4 kg,windows 11,49990.0,93690.0,46.0,4.3,212.0,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itme7b254581c42e?pid=COMHAUZW4MMNNCGT&lid=LSTCOMHAUZW4MMNNCGTEVATRK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_527&otracker=search&fm=organic&iid=en_YyC52lA8HZD95LQ4XK5giC-LpRvWuDCFzewgAOfcycr3aVT3mywqbD7OSDYARN-KdMAW2p7bb3vP8pEnv5F6Z_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CKA-S70179 Chromebook (15.6 Inch, Pure Grey, 1.59 Kg)",Asus,chromebook,intel celeron dual core n4500,,4 gb,,15.6 inch,1.59 kg,chrome os,14990.0,19990.0,25.0,4.0,4.0,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/asus-chromebook-cx15-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1505cka-s70179/p/itm75a5cdacc688f?pid=COMHDPZGFT7VH8BH&lid=LSTCOMHDPZGFT7VH8BH8MXXE1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_22_528&otracker=search&fm=organic&iid=en_YyC52lA8HZD95LQ4XK5giC-LpRvWuDCFzewgAOfcycrjPzVKhvIRNMNwUZkV8PsL0LHCHqcTvKjQ9yMaqPw_M6V8WX5krIChubBlraAu4CQ%3D&ppt=sp&ppn=sp&ssid=fr3dm5bexc0000001765368757910&qH=c06ea84a1e3dc3c6,4.0,512.0,15.6,1.59
"Samsung Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 7 256V - (16 GB/1 TB SSD/Windows 11 Home) NP750QHA 2 in 1 Laptop (15.6 Inch, Gray, 1.46 Kg, With MS Office)",Samsung,,intel core ultra 7 256v,,16 gb,1 tb,15.6 inch,1.46 kg,windows 11,103490.0,164723.0,16.0,4.8,2.0,Intel Core Ultra 7 Processor | 16 GB LPDDR5X RAM | Windows 11 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Touchscreen Display | 1 Year Onsite Warranty,https://www.flipkart.com/samsung-galaxy-book5-360-ai-pc-full-metal-chasis-intel-core-ultra-7-256v-16-gb-1-tb-ssd-windows-11-home-np750qha-2-1-laptop/p/itm6f3b867f0d076?pid=COMH9PHPSGZVSTMT&lid=LSTCOMH9PHPSGZVSTMTVNFTAV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_529&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMH9PHPSGZVSTMT.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,16.0,1024.0,15.6,1.46
"HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/144 Hz) 16-wd0011tx Gaming Laptop (16.1 inch, Shadow Black, 2.32 Kg, With MS Office)",Hp,omen,intel core i7 13th gen 13620h,NVIDIA GeForce RTX 4050,16 gb,1 tb,16.1 inch,2.32 kg,windows 11,103490.0,139389.0,12.0,4.5,6.0,Intel Core i7 Processor (13th Gen) | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 40.89 cm (16.1 inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/hp-omen-intel-core-i7-13th-gen-13620h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-144-hz-16-wd0011tx-gaming-laptop/p/itm0213ec9106c1c?pid=COMHYBKGJTHGEA8Y&lid=LSTCOMHYBKGJTHGEA8YXQBLQH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_530&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMHYBKGJTHGEA8Y.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,16.0,1024.0,16.1,2.32
"Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB314-3H-C0BZ Chromebook (15.6 inch, Silver, 1.45 Kg)",Acer,chromebook,intel celeron dual core n4500,,8 gb,128 gb,15.6 inch,1.45 kg,chrome os,13990.0,33999.0,58.0,3.8,177.0,Intel Celeron Dual Core Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-c0bz/p/itm04458b376eefa?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4RBS9WL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_531&otracker=search&fm=organic&iid=en_DoxMCPGTRZRpcXpONRpjUXbBK0598j2d5E8lRsjMvQDLa-qxEW9sy_jxZRfT31n16tO2P3oHNvAYdCAitsYj2_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,8.0,128.0,15.6,1.45
"Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 82W00004HA Chromebook (11.6 Inch, Graphite Grey, 1.23 Kg)",Lenovo,chromebook,mediatek kompanio 520,,4 gb,,11.6 inch,1.23 kg,chrome os,9999.0,16298.0,38.0,4.0,139.0,MediaTek Kompanio 520 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-4-gb-32-gb-emmc-storage-chrome-os-82w00004ha/p/itm1ae5f82096ad9?pid=COMHA9FK8YXVUUWA&lid=LSTCOMHA9FK8YXVUUWAAREQMZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_532&otracker=search&fm=organic&iid=en_DoxMCPGTRZRpcXpONRpjUXbBK0598j2d5E8lRsjMvQCBau3qcDzXaogqHu_H0IfLdrb39nR3PwPf8g70Kblht_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,4.0,512.0,11.6,1.23
"HP 240R G9 (2025) Intel Core 5 14th Gen 120U - (16 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Light Laptop (14 inch, Grey Ash, 1.4 kg, With MS Office)",Hp,,,,16 gb,512 gb,14 inch,1.4 kg,windows 11,51990.0,82990.0,37.0,,,"Intel Core 5 Processor (14th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | Microsoft Office 2021, Windows 11 Pro | 1 Year Onsite Warranty",https://www.flipkart.com/hp-240r-g9-2025-intel-core-5-14th-gen-120u-16-gb-512-gb-ssd-windows-11-pro-thin-light-laptop/p/itm83fcb983a4663?pid=COMHGCEF6MAZ9CDC&lid=LSTCOMHGCEF6MAZ9CDCN7HXGW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_533&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMHGCEF6MAZ9CDC.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"ASUS Vivobook 15 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-NJ542WS Thin and Light Laptop (15.6 Inch, Quiet Blue, 1.70 Kg, With MS Office)",Asus,vivobook,,,16 gb,512 gb,15.6 inch,1.70 kg,windows 11,55992.0,79990.0,30.0,3.9,1.0,Intel Core 5 Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite warranty,https://www.flipkart.com/asus-vivobook-15-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-x1504vap-nj542ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGYSFGZFBUPKEB&lid=LSTCOMGYSFGZFBUPKEBLVKPJN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_534&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMGYSFGZFBUPKEB.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.7
"HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Light Laptop (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",Hp,,intel core i5 12th gen 1235u,,8 gb,512 gb,15.6 inch,1.69 kg,windows 11,62999.0,70064.0,10.0,4.3,272.125,Intel Core i5 Processor (12th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_535&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMGZNSBS7Z959EW.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.69
"ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ133WS | E1504FA-NJ522WS Thin and Light Laptop (15.6 Inch, Mixed Black, 1.63 Kg, With MS Office)",Asus,vivobook,ryzen 5,,8 gb,512 gb,15.6 inch,1.63 kg,windows 11,36790.0,50990.0,27.0,4.2,164.0,AMD Ryzen 5 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj133ws-e1504fa-nj522ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFHUHQE3XZ&lid=LSTCOMGMGXFHUHQE3XZZ87KJO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_536&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMGMGXFHUHQE3XZ.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.63
"ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0154 | CX1405CKA-S60342 Chromebook (14 Inch, Quiet Blue, 1.4 Kg)",Asus,chromebook,intel celeron dual core n4500,,4 gb,,14 inch,1.4 kg,chrome os,16590.0,30999.0,46.0,3.8,11.0,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | MyASUS | 1 Year Onsite Warranty,https://www.flipkart.com/asus-chromebook-cx14-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1405cka-nk0154-cx1405cka-s60342/p/itm076cdd51ac69a?pid=COMHDDZ7PYJZSGUZ&lid=LSTCOMHDDZ7PYJZSGUZDQ7ISM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_537&otracker=search&fm=organic&iid=en_DoxMCPGTRZRpcXpONRpjUXbBK0598j2d5E8lRsjMvQDlDB18Bh0zD4T-JvgKABWXHIZ538DpC8KjKfmYHsJEO_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,4.0,512.0,14.0,1.4
"Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0001DHA Chromebook (11.6 Inch, Graphite Grey, 1.23 Kg)",Lenovo,chromebook,mediatek mediatek kompanio 528,,4 gb,,11.6 inch,1.23 kg,chrome os,10990.0,37690.0,70.0,3.9,88.0,MediaTek MediaTek Kompanio 528 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-528-4-gb-64-gb-emmc-storage-chrome-os-82w0001dha/p/itm37ef89935fcd5?pid=COMHA9FKZ7KSC3SZ&lid=LSTCOMHA9FKZ7KSC3SZTEADVB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_538&otracker=search&fm=organic&iid=en_DoxMCPGTRZRpcXpONRpjUXbBK0598j2d5E8lRsjMvQDkvJq3fsWFQn8sdXZORblfbuoGMkrB4hrA2on1NvPGTvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,4.0,512.0,11.6,1.23
"HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop (14 Inch, Natural Silver, 1.41 kg, With MS Office)",Hp,,ryzen 3,,8 gb,512 gb,14 inch,1.41 kg,windows 11,42599.0,47716.0,10.0,4.2,9.0,AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home & Student 2021 | 1 Year Onsite Warranty,https://www.flipkart.com/hp-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-14-em0025au-thin-light-laptop/p/itmc42cc8d7eb695?pid=COMGR953WYURKTFC&lid=LSTCOMGR953WYURKTFC5DK9MN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_539&otracker=search&fm=organic&iid=2763ce18-a843-4453-92e2-4b2c039c7568.COMGR953WYURKTFC.SEARCH&ppt=sp&ppn=sp&ssid=yx5ro9xkhs0000001765368762884&qH=c06ea84a1e3dc3c6,8.0,512.0,14.0,1.41
